user_id,as_of_date,recency_days,frequency_30d,frequency_60d,frequency_90d,frequency_120d,monetary_30d,monetary_60d,monetary_90d,monetary_120d,avg_basket_value_60d,avg_basket_value_90d,avg_basket_value_120d,country,label_net_revenue_60d,label_net_revenue_90d,label_net_revenue_30d,label_purchase_60d,label_purchase_90d,label_purchase_30d
13234,2009-12-09,2,1,1,1,1,228.4,228.4,228.4,228.4,228.4,228.4,228.4,United Kingdom,118.1,118.1,0.0,1.0,1.0,0.0
13267,2009-12-09,2,1,1,1,1,306.55,306.55,306.55,306.55,306.55,306.55,306.55,United Kingdom,1082.99,1082.99,737.5500000000001,1.0,1.0,1.0
13269,2009-12-09,7,2,2,2,2,202.84,202.84,202.84,202.84,101.42,101.42,101.42,United Kingdom,323.78,735.38,323.78,1.0,1.0,1.0
13293,2009-12-09,9999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,0.0,236.59999999999997,0.0,0.0,1.0,0.0
13313,2009-12-09,7,2,2,2,2,383.89,383.89,383.89,383.89,191.945,191.945,191.945,United Kingdom,312.1,312.1,0.0,1.0,1.0,0.0
13319,2009-12-09,3,1,1,1,1,626.6,626.6,626.6,626.6,626.6,626.6,626.6,United Kingdom,2103.41,2479.46,634.1700000000001,1.0,1.0,1.0
13329,2009-12-09,5,1,1,1,1,334.65,334.65,334.65,334.65,334.65,334.65,334.65,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13373,2009-12-09,3,1,1,1,1,748.42,748.42,748.42,748.42,748.42,748.42,748.42,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13381,2009-12-09,8,1,1,1,1,17.4,17.4,17.4,17.4,17.4,17.4,17.4,United Kingdom,0.0,962.9899999999999,0.0,0.0,1.0,0.0
13382,2009-12-09,1,1,1,1,1,255.04,255.04,255.04,255.04,255.04,255.04,255.04,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13393,2009-12-09,2,1,1,1,1,8.92,8.92,8.92,8.92,8.92,8.92,8.92,United Kingdom,380.78,879.45,380.78,1.0,1.0,1.0
13394,2009-12-09,8,1,1,1,1,304.53,304.53,304.53,304.53,304.53,304.53,304.53,United Kingdom,988.3299999999999,1314.88,699.83,1.0,1.0,1.0
13408,2009-12-09,1,3,3,3,3,929.56,929.56,929.56,929.56,309.8533,309.8533,309.8533,United Kingdom,3297.041,6174.591999999999,2153.62,1.0,1.0,1.0
13410,2009-12-09,1,1,1,1,1,81.12,81.12,81.12,81.12,81.12,81.12,81.12,United Kingdom,601.8000000000001,601.8000000000001,0.0,1.0,1.0,0.0
13414,2009-12-09,9999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0
13416,2009-12-09,6,1,1,1,1,228.3,228.3,228.3,228.3,228.3,228.3,228.3,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13426,2009-12-09,0,1,1,1,1,601.6,601.6,601.6,601.6,601.6,601.6,601.6,United Kingdom,340.67,340.67,340.67,1.0,1.0,1.0
13442,2009-12-09,8,1,1,1,1,198.0,198.0,198.0,198.0,198.0,198.0,198.0,United Kingdom,118.10000000000001,221.87,118.10000000000001,1.0,1.0,1.0
13448,2009-12-09,3,1,1,1,1,918.35,918.35,918.35,918.35,918.35,918.35,918.35,United Kingdom,716.05,716.05,226.74,1.0,1.0,1.0
13455,2009-12-09,0,1,1,1,1,295.35,295.35,295.35,295.35,295.35,295.35,295.35,United Kingdom,136.3,136.3,136.3,1.0,1.0,1.0
13457,2009-12-09,7,1,1,1,1,112.5,112.5,112.5,112.5,112.5,112.5,112.5,United Kingdom,35.72,35.72,0.0,1.0,1.0,0.0
13468,2009-12-09,6,1,1,1,1,314.22,314.22,314.22,314.22,314.22,314.22,314.22,United Kingdom,1443.3699999999997,1981.01,891.83,1.0,1.0,1.0
13481,2009-12-09,5,1,1,1,1,311.2,311.2,311.2,311.2,311.2,311.2,311.2,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13485,2009-12-09,1,2,2,2,2,204.7,204.7,204.7,204.7,102.35,102.35,102.35,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13487,2009-12-09,4,1,1,1,1,103.95,103.95,103.95,103.95,103.95,103.95,103.95,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13491,2009-12-09,0,2,2,2,2,527.4,527.4,527.4,527.4,263.7,263.7,263.7,United Kingdom,699.9899999999999,1101.3,273.88,1.0,1.0,1.0
13495,2009-12-09,2,1,1,1,1,452.16,452.16,452.16,452.16,452.16,452.16,452.16,United Kingdom,367.75,367.75,367.75,1.0,1.0,1.0
13498,2009-12-09,0,1,1,1,1,327.38,327.38,327.38,327.38,327.38,327.38,327.38,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13526,2009-12-09,8,2,2,2,2,1182.0,1182.0,1182.0,1182.0,591.0,591.0,591.0,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13531,2009-12-09,6,1,1,1,1,311.7,311.7,311.7,311.7,311.7,311.7,311.7,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13545,2009-12-09,9999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0
13557,2009-12-09,1,1,1,1,1,272.5,272.5,272.5,272.5,272.5,272.5,272.5,United Kingdom,753.82,1091.38,452.41999999999996,1.0,1.0,1.0
13564,2009-12-09,2,2,2,2,2,544.25,544.25,544.25,544.25,272.125,272.125,272.125,United Kingdom,1910.8799999999999,2375.82,200.45000000000002,1.0,1.0,1.0
13571,2009-12-09,1,1,1,1,1,111.24,111.24,111.24,111.24,111.24,111.24,111.24,United Kingdom,0.0,160.19,0.0,0.0,1.0,0.0
13576,2009-12-09,1,1,1,1,1,328.8,328.8,328.8,328.8,328.8,328.8,328.8,United Kingdom,430.83000000000004,750.1499999999997,0.0,1.0,1.0,0.0
13585,2009-12-09,8,1,1,1,1,12.75,12.75,12.75,12.75,12.75,12.75,12.75,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13589,2009-12-09,3,1,1,1,1,269.15,269.15,269.15,269.15,269.15,269.15,269.15,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13590,2009-12-09,8,1,1,1,1,367.28,367.28,367.28,367.28,367.28,367.28,367.28,United Kingdom,548.34,852.6999999999999,0.0,1.0,1.0,0.0
13599,2009-12-09,8,1,1,1,1,641.45,641.45,641.45,641.45,641.45,641.45,641.45,United Kingdom,1379.59,1379.59,334.14,1.0,1.0,1.0
13611,2009-12-09,6,1,1,1,1,337.93,337.93,337.93,337.93,337.93,337.93,337.93,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13623,2009-12-09,7,1,1,1,1,628.14,628.14,628.14,628.14,628.14,628.14,628.14,United Kingdom,413.0,413.0,0.0,1.0,1.0,0.0
13635,2009-12-09,8,1,1,1,1,382.37,382.37,382.37,382.37,382.37,382.37,382.37,United Kingdom,414.78,414.78,414.78,1.0,1.0,1.0
13641,2009-12-09,4,1,1,1,1,224.1,224.1,224.1,224.1,224.1,224.1,224.1,United Kingdom,557.76,792.37,557.76,1.0,1.0,1.0
13643,2009-12-09,1,1,1,1,1,311.8,311.8,311.8,311.8,311.8,311.8,311.8,United Kingdom,0.0,143.45,0.0,0.0,1.0,0.0
13648,2009-12-09,8,1,1,1,1,263.09,263.09,263.09,263.09,263.09,263.09,263.09,United Kingdom,310.43999999999994,310.43999999999994,0.0,1.0,1.0,0.0
13654,2009-12-09,7,1,1,1,1,159.98,159.98,159.98,159.98,159.98,159.98,159.98,United Kingdom,0.0,98.7,0.0,0.0,1.0,0.0
13666,2009-12-09,5,1,1,1,1,19.5,19.5,19.5,19.5,19.5,19.5,19.5,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13672,2009-12-09,0,1,1,1,1,233.53,233.53,233.53,233.53,233.53,233.53,233.53,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13679,2009-12-09,5,1,1,1,1,126.8,126.8,126.8,126.8,126.8,126.8,126.8,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13680,2009-12-09,0,2,2,2,2,1462.39,1462.39,1462.39,1462.39,731.195,731.195,731.195,United Kingdom,2459.98,4168.540000000001,823.81,1.0,1.0,1.0
13693,2009-12-09,2,1,1,1,1,173.55,173.55,173.55,173.55,173.55,173.55,173.55,United Kingdom,730.86,730.86,612.55,1.0,1.0,1.0
13694,2009-12-09,2,5,5,5,5,3434.93,3434.93,3434.93,3434.93,686.986,686.986,686.986,United Kingdom,38248.12000000001,53594.3,23133.34,1.0,1.0,1.0
13711,2009-12-09,9999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,1019.9,1019.9,715.5700000000002,1.0,1.0,1.0
13727,2009-12-09,0,1,1,1,1,130.6,130.6,130.6,130.6,130.6,130.6,130.6,United Kingdom,93.05000000000001,221.60000000000002,93.05000000000001,1.0,1.0,1.0
13728,2009-12-09,0,1,1,1,1,135.0,135.0,135.0,135.0,135.0,135.0,135.0,United Kingdom,194.10000000000002,388.84000000000003,194.10000000000002,1.0,1.0,1.0
13733,2009-12-09,5,1,1,1,1,149.1,149.1,149.1,149.1,149.1,149.1,149.1,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13736,2009-12-09,3,1,1,1,1,710.84,710.84,710.84,710.84,710.84,710.84,710.84,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13740,2009-12-09,7,1,1,1,1,296.69,296.69,296.69,296.69,296.69,296.69,296.69,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13748,2009-12-09,8,1,1,1,1,173.1,173.1,173.1,173.1,173.1,173.1,173.1,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13753,2009-12-09,6,1,1,1,1,642.2,642.2,642.2,642.2,642.2,642.2,642.2,United Kingdom,0.0,335.0,0.0,0.0,1.0,0.0
13758,2009-12-09,8,1,1,1,1,996.1,996.1,996.1,996.1,996.1,996.1,996.1,United Kingdom,1999.5500000000002,1999.5500000000002,870.84,1.0,1.0,1.0
13767,2009-12-09,2,2,2,2,2,1913.84,1913.84,1913.84,1913.84,956.92,956.92,956.92,United Kingdom,1902.7599999999998,2768.3,1050.16,1.0,1.0,1.0
13768,2009-12-09,0,1,1,1,1,519.42,519.42,519.42,519.42,519.42,519.42,519.42,United Kingdom,356.54999999999995,356.54999999999995,356.54999999999995,1.0,1.0,1.0
13770,2009-12-09,0,1,1,1,1,174.33,174.33,174.33,174.33,174.33,174.33,174.33,United Kingdom,0.0,90.0,0.0,0.0,1.0,0.0
13777,2009-12-09,1,4,4,4,4,6758.42,6758.42,6758.42,6758.42,1689.605,1689.605,1689.605,United Kingdom,954.14,1596.1399999999999,366.62,1.0,1.0,1.0
13782,2009-12-09,3,1,1,1,1,132.4,132.4,132.4,132.4,132.4,132.4,132.4,United Kingdom,134.73000000000002,134.73000000000002,0.0,1.0,1.0,0.0
13786,2009-12-09,6,1,1,1,1,723.09,723.09,723.09,723.09,723.09,723.09,723.09,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13798,2009-12-09,1,1,1,1,1,484.0,484.0,484.0,484.0,484.0,484.0,484.0,United Kingdom,5230.539999999999,7023.51,1822.1799999999998,1.0,1.0,1.0
13800,2009-12-09,6,1,1,1,1,478.7,478.7,478.7,478.7,478.7,478.7,478.7,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13807,2009-12-09,5,1,1,1,1,107.95,107.95,107.95,107.95,107.95,107.95,107.95,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13813,2009-12-09,3,1,1,1,1,283.15,283.15,283.15,283.15,283.15,283.15,283.15,Germany,0.0,283.97999999999996,0.0,0.0,1.0,0.0
13819,2009-12-09,8,1,1,1,1,622.1,622.1,622.1,622.1,622.1,622.1,622.1,United Kingdom,460.29999999999995,879.8999999999999,460.29999999999995,1.0,1.0,1.0
13825,2009-12-09,0,1,1,1,1,143.36,143.36,143.36,143.36,143.36,143.36,143.36,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13848,2009-12-09,0,1,1,1,1,480.0,480.0,480.0,480.0,480.0,480.0,480.0,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0
13855,2009-12-09,1,1,1,1,1,313.45,313.45,313.45,313.45,313.45,313.45,313.45,United Kingdom,495.65,495.65,495.65,1.0,1.0,1.0
13872,2009-12-09,9999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,252.12,252.12,252.12,1.0,1.0,1.0
13883,2009-12-09,1,1,1,1,1,24.65,24.65,24.65,24.65,24.65,24.65,24.65,United Kingdom,0.0,421.34999999999997,0.0,0.0,1.0,0.0
