user_id,rank,item_id,score,model_name
12352,4,22989,0.045936,mf
12352,5,22487,0.043637,mf
12352,6,22969,0.043476,mf
12352,7,22367,0.040213,mf
12352,8,22625,0.035737,mf
12352,9,22907,0.032604,mf
12352,10,22622,0.032305,mf
12352,11,22899,0.030801,mf
12352,12,22851,0.030766,mf
12352,13,22551,0.030278,mf
12352,14,23165,0.029963,mf
12352,15,21523,0.029486,mf
12352,16,22055,0.027185,mf
12352,17,22966,0.027104,mf
12352,18,37446,0.026977,mf
12352,19,23256,0.026791,mf
12352,20,47591D,0.025717,mf
12353,1,21231,0.078062,mf
12353,2,21232,0.077779,mf
12353,3,22055,0.040464,mf
12353,4,37449,0.039278,mf
12353,5,22646,0.033214,mf
12353,6,37447,0.029526,mf
12353,7,22649,0.028313,mf
12353,8,37448,0.028034,mf
12353,9,22645,0.026943,mf
12353,10,37450,0.025665,mf
12353,11,22644,0.025604,mf
12353,12,22222,0.024322,mf
12353,13,22776,0.024188,mf
12353,14,22064,0.023571,mf
12353,15,22851,0.02314,mf
12353,16,22059,0.022653,mf
12353,17,22063,0.020338,mf
12353,18,23076,0.019736,mf
12353,19,22061,0.019308,mf
12353,20,23077,0.01919,mf
12354,1,20674,0.074171,mf
12354,2,84997C,0.068298,mf
12354,3,84997D,0.063913,mf
12354,4,84997B,0.063648,mf
12354,5,21245,0.063615,mf
12354,6,23050,0.052651,mf
12354,7,84997A,0.052521,mf
12354,8,POST,0.050651,mf
12354,9,22328,0.050075,mf
12354,10,22634,0.043476,mf
12354,11,21621,0.037052,mf
12354,12,22084,0.035942,mf
12354,13,23290,0.035928,mf
12354,14,23298,0.030052,mf
12354,15,23286,0.029196,mf
12354,16,21559,0.028401,mf
12354,17,22637,0.028163,mf
12354,18,22083,0.027692,mf
12354,19,22551,0.027515,mf
12354,20,22467,0.026789,mf
12355,1,22969,0.062878,mf
12355,2,72741,0.046368,mf
12355,3,23078,0.036272,mf
12355,4,21232,0.035392,mf
12355,5,21231,0.03128,mf
12355,6,22189,0.030211,mf
12355,7,22767,0.028929,mf
12355,8,23170,0.028452,mf
12355,9,23172,0.028209,mf
12355,10,23171,0.028037,mf
12355,11,20972,0.027174,mf
12355,12,22197,0.025925,mf
12355,13,22644,0.025897,mf
12355,14,21108,0.02548,mf
12355,15,21914,0.025419,mf
12355,16,22646,0.025256,mf
12355,17,37446,0.024718,mf
12355,18,21175,0.023717,mf
12355,19,37449,0.023304,mf
12355,20,22768,0.023071,mf
12356,1,21232,0.116951,mf
12356,2,37446,0.062524,mf
12356,3,22697,0.058688,mf
12356,4,22851,0.055457,mf
12356,5,21121,0.051713,mf
12356,6,21975,0.051049,mf
12356,7,22222,0.04921,mf
12356,8,37449,0.048973,mf
12356,9,21210,0.04716,mf
12356,10,21977,0.04672,mf
12356,11,22645,0.044517,mf
12356,12,22236,0.042978,mf
12356,13,22644,0.042805,mf
12356,14,22964,0.040123,mf
12356,15,22966,0.038664,mf
12356,16,47591D,0.037091,mf
12356,17,21974,0.035111,mf
12356,18,22064,0.03456,mf
12356,19,22417,0.034274,mf
12356,20,84988,0.033283,mf
12357,1,22037,0.059892,mf
12357,2,21509,0.057502,mf
12357,3,22030,0.057003,mf
12357,4,21519,0.044581,mf
12357,5,22818,0.044002,mf
12357,6,22816,0.041491,mf
12357,7,22715,0.041481,mf
12357,8,21533,0.039244,mf
12357,9,22649,0.032019,mf
12357,10,22644,0.031319,mf
12357,11,22713,0.031239,mf
12357,12,21217,0.029523,mf
12357,13,47567B,0.023435,mf
12357,14,21035,0.023294,mf
12357,15,22866,0.023022,mf
12357,16,21122,0.022208,mf
12357,17,23503,0.021854,mf
12357,18,22467,0.021757,mf
12357,19,22045,0.020322,mf
12357,20,22035,0.020083,mf
12358,1,21231,0.116607,mf
12358,2,85014B,0.097687,mf
12358,3,85014A,0.094628,mf
12358,4,15044D,0.061061,mf
12358,5,37446,0.060343,mf
12358,6,22646,0.053883,mf
12358,7,22055,0.051036,mf
12358,8,15036,0.046224,mf
12358,9,22645,0.041328,mf
12358,10,37448,0.040277,mf
12358,11,22649,0.037867,mf
12358,12,22064,0.035781,mf
12358,13,37450,0.033602,mf
12358,14,15044A,0.031362,mf
12358,15,15044C,0.03122,mf
12358,16,22644,0.030412,mf
12358,17,22851,0.028874,mf
12358,18,15044B,0.028761,mf
12358,19,16008,0.026206,mf
12358,20,22067,0.025247,mf
12359,1,22191,0.061054,mf
12359,2,22842,0.051648,mf
12359,3,22843,0.035283,mf
12359,4,22605,0.03527,mf
12359,5,22622,0.032543,mf
12359,6,22561,0.032526,mf
12359,7,23084,0.030528,mf
12359,8,23165,0.028537,mf
12359,9,23163,0.027388,mf
12359,10,23241,0.026313,mf
12359,11,22969,0.026039,mf
12359,12,23207,0.025593,mf
12359,13,22723,0.02554,mf
12359,14,22467,0.024627,mf
12359,15,23108,0.023593,mf
12359,16,23164,0.023529,mf
12359,17,POST,0.023528,mf
12359,18,23080,0.023329,mf
12359,19,23342,0.023158,mf
12359,20,23242,0.023117,mf
12360,1,21243,0.083222,mf
12360,2,84997C,0.069939,mf
12360,3,23254,0.053025,mf
12360,4,22629,0.043545,mf
12360,5,20712,0.041528,mf
12360,6,22631,0.039866,mf
12360,7,22432,0.03831,mf
12360,8,22553,0.038257,mf
12360,9,21121,0.037985,mf
12360,10,22634,0.036207,mf
12360,11,21731,0.03455,mf
12360,12,22331,0.033703,mf
12360,13,22734,0.031784,mf
12360,14,20979,0.031408,mf
12360,15,21122,0.031108,mf
12360,16,23290,0.030283,mf
12360,17,22636,0.0292,mf
12360,18,22302,0.028984,mf
12360,19,21452,0.027972,mf
12360,20,21249,0.026095,mf
12361,1,20728,0.111416,mf
12361,2,22551,0.108131,mf
12361,3,22556,0.102302,mf
12361,4,22554,0.099318,mf
12361,5,22383,0.097214,mf
12361,6,22662,0.090565,mf
12361,7,POST,0.079175,mf
12361,8,22631,0.077409,mf
12361,9,23207,0.0708,mf
12361,10,20727,0.069512,mf
12361,11,22384,0.067307,mf
12361,12,22659,0.057472,mf
12361,13,22557,0.055329,mf
12361,14,22553,0.044361,mf
12361,15,21559,0.044035,mf
12361,16,23208,0.043632,mf
12361,17,23254,0.041767,mf
12361,18,22634,0.041069,mf
12361,19,23256,0.040815,mf
12361,20,23290,0.039098,mf
12362,1,22556,0.053885,mf
12362,2,23084,0.050312,mf
12362,3,22634,0.044895,mf
12362,4,22729,0.039635,mf
12362,5,22899,0.038839,mf
12362,6,15056N,0.037304,mf
12362,7,22730,0.036516,mf
12362,8,21843,0.034708,mf
12362,9,22502,0.03454,mf
12362,10,20749,0.032222,mf
12362,11,23390,0.029567,mf
12362,12,21452,0.028544,mf
12362,13,22467,0.027632,mf
12362,14,85014A,0.02548,mf
12362,15,22553,0.025062,mf
12362,16,21578,0.02492,mf
12362,17,22628,0.024839,mf
12362,18,22489,0.024367,mf
12362,19,20712,0.024072,mf
12362,20,22331,0.023993,mf
12363,1,21975,0.127575,mf
12363,2,22417,0.084893,mf
12363,3,22951,0.060482,mf
12363,4,23307,0.05152,mf
12363,5,23308,0.05107,mf
12363,6,84988,0.048669,mf
12363,7,22909,0.048056,mf
12363,8,23293,0.044045,mf
12363,9,22222,0.043694,mf
12363,10,84380,0.043469,mf
12363,11,84987,0.043139,mf
12363,12,21080,0.040727,mf
12363,13,23295,0.040713,mf
12363,14,21094,0.037483,mf
12363,15,23309,0.036672,mf
12363,16,23306,0.035518,mf
12363,17,21215,0.035324,mf
12363,18,22938,0.034164,mf
12363,19,23297,0.034069,mf
12363,20,84378,0.033409,mf
12364,1,47590B,0.084592,mf
12364,2,21975,0.083906,mf
12364,3,22417,0.061367,mf
12364,4,21210,0.05631,mf
12364,5,20974,0.055958,mf
12364,6,47599A,0.054039,mf
12364,7,47566B,0.047976,mf
12364,8,22544,0.046713,mf
12364,9,22083,0.044596,mf
12364,10,22964,0.042233,mf
12364,11,22085,0.041758,mf
12364,12,22492,0.041645,mf
12364,13,21544,0.040221,mf
12364,14,22128,0.039927,mf
12364,15,21126,0.039689,mf
12364,16,22435,0.038619,mf
12364,17,22334,0.037697,mf
12364,18,20975,0.036857,mf
12364,19,21078,0.035557,mf
12364,20,22851,0.03469,mf
12365,1,20971,0.030508,mf
12365,2,84879,0.023029,mf
12365,3,22084,0.022565,mf
12365,4,22584,0.021376,mf
12365,5,21136,0.02066,mf
12365,6,22583,0.019556,mf
12365,7,72741,0.019101,mf
12365,8,22487,0.018282,mf
12365,9,22969,0.018154,mf
12365,10,23395,0.017883,mf
12365,11,84970L,0.017278,mf
12365,12,22147,0.016694,mf
12365,13,22189,0.016635,mf
12365,14,21843,0.016427,mf
12365,15,21108,0.015867,mf
12365,16,22568,0.015632,mf
12365,17,22595,0.015566,mf
12365,18,22356,0.015451,mf
12365,19,22693,0.01502,mf
12365,20,22273,0.014802,mf
12370,1,20971,0.062379,mf
12370,2,22940,0.045207,mf
12370,3,22432,0.042643,mf
12370,4,22431,0.038041,mf
12370,5,22219,0.037832,mf
12370,6,23126,0.037131,mf
12370,7,22433,0.035608,mf
12370,8,22144,0.03473,mf
12370,9,22142,0.032367,mf
12370,10,22457,0.031727,mf
12370,11,22519,0.030422,mf
12370,12,22518,0.029847,mf
12370,13,22514,0.028917,mf
12370,14,22693,0.027718,mf
12370,15,23127,0.027502,mf
12370,16,22515,0.025733,mf
12370,17,71477,0.025048,mf
12370,18,22090,0.023725,mf
12370,19,22516,0.023306,mf
12370,20,22645,0.022846,mf
12371,1,22112,0.068923,mf
12371,2,22867,0.065544,mf
12371,3,22114,0.057994,mf
12371,4,22633,0.053151,mf
12371,5,22835,0.052942,mf
12371,6,84029E,0.045589,mf
12371,7,21484,0.041996,mf
12371,8,23439,0.041761,mf
12371,9,22969,0.032293,mf
12371,10,22138,0.02658,mf
12371,11,22748,0.025203,mf
12371,12,22837,0.025197,mf
12371,13,22222,0.024823,mf
12371,14,20726,0.023981,mf
12371,15,21034,0.022911,mf
12371,16,22110,0.021521,mf
12371,17,22693,0.020431,mf
12371,18,22809,0.020187,mf
12371,19,84946,0.019669,mf
12371,20,22810,0.018524,mf
12372,1,22554,0.089849,mf
12372,2,21499,0.048043,mf
12372,3,22557,0.045556,mf
12372,4,20726,0.045232,mf
12372,5,22634,0.044868,mf
12372,6,21498,0.044497,mf
12372,7,22492,0.04323,mf
12372,8,20719,0.040754,mf
12372,9,21500,0.040707,mf
12372,10,22617,0.039301,mf
12372,11,20712,0.037719,mf
12372,12,22622,0.037024,mf
12372,13,22635,0.036719,mf
12372,14,22553,0.036704,mf
12372,15,22382,0.033657,mf
12372,16,22303,0.032145,mf
12372,17,21495,0.03192,mf
12372,18,23231,0.031826,mf
12372,19,22302,0.03156,mf
12372,20,22534,0.030956,mf
12373,1,22355,0.137555,mf
12373,2,20723,0.129797,mf
12373,3,POST,0.100681,mf
12373,4,23204,0.098558,mf
12373,5,22661,0.082806,mf
12373,6,22556,0.068796,mf
12373,7,22554,0.067902,mf
12373,8,22555,0.067602,mf
12373,9,23205,0.059887,mf
12373,10,22386,0.052919,mf
12373,11,20727,0.051018,mf
12373,12,23206,0.050371,mf
12373,13,22551,0.048827,mf
12373,14,21731,0.0484,mf
12373,15,20718,0.046818,mf
12373,16,22383,0.046599,mf
12373,17,20725,0.04634,mf
12373,18,22382,0.04218,mf
12373,19,22385,0.041832,mf
12373,20,21559,0.040858,mf
12374,1,22111,0.065003,mf
12374,2,22835,0.052658,mf
12374,3,22086,0.047687,mf
12374,4,22910,0.045164,mf
12374,5,22909,0.044341,mf
12374,6,22952,0.0401,mf
12374,7,23349,0.037879,mf
12374,8,22077,0.03679,mf
12374,9,22950,0.036345,mf
12374,10,23318,0.03291,mf
12374,11,23351,0.032003,mf
12374,12,23319,0.030454,mf
12374,13,23234,0.03037,mf
12374,14,22738,0.027366,mf
12374,15,23355,0.026689,mf
12374,16,23356,0.026599,mf
12374,17,21481,0.025202,mf
12374,18,22969,0.02373,mf
12374,19,21479,0.023,mf
12374,20,84029E,0.02289,mf
12375,1,20724,0.156675,mf
12375,2,20723,0.096445,mf
12375,3,22386,0.093143,mf
12375,4,85099B,0.090587,mf
12375,5,23204,0.080957,mf
12375,6,21931,0.076003,mf
12375,7,23199,0.074093,mf
12375,8,22661,0.06451,mf
12375,9,22326,0.061052,mf
12375,10,23201,0.060856,mf
12375,11,23202,0.059077,mf
12375,12,21928,0.058706,mf
12375,13,23344,0.056476,mf
12375,14,22385,0.05525,mf
12375,15,23205,0.054286,mf
12375,16,85099F,0.05403,mf
12375,17,85099C,0.05389,mf
12375,18,21731,0.04838,mf
12375,19,22411,0.04791,mf
12375,20,23343,0.043385,mf
12377,1,POST,0.056853,mf
12377,2,22554,0.048428,mf
12377,3,22634,0.03842,mf
12377,4,22192,0.036506,mf
12377,5,22908,0.034723,mf
12377,6,22895,0.034641,mf
12377,7,22191,0.032371,mf
12377,8,22636,0.029874,mf
12377,9,22027,0.02936,mf
12377,10,22971,0.028148,mf
12377,11,22557,0.026965,mf
12377,12,22467,0.026585,mf
12377,13,21122,0.026435,mf
12377,14,22492,0.02547,mf
12377,15,22704,0.024088,mf
12377,16,21731,0.023986,mf
12377,17,20726,0.022832,mf
12377,18,22114,0.022429,mf
12377,19,23084,0.021998,mf
12377,20,22084,0.021969,mf
12378,1,84997C,0.049366,mf
12378,2,21121,0.044835,mf
12378,3,84997A,0.037644,mf
12378,4,22090,0.037125,mf
12378,5,POST,0.036091,mf
12378,6,21122,0.033474,mf
12378,7,23084,0.031038,mf
12378,8,22352,0.030089,mf
12378,9,22725,0.028993,mf
12378,10,84375,0.027544,mf
12378,11,22466,0.027302,mf
12378,12,21124,0.026001,mf
12378,13,22908,0.025935,mf
12378,14,22622,0.025705,mf
12378,15,20727,0.02559,mf
12378,16,22197,0.024877,mf
12378,17,22558,0.024667,mf
12378,18,47566B,0.024029,mf
12378,19,21980,0.023986,mf
12378,20,22433,0.023932,mf
12379,1,23207,0.065751,mf
12379,2,22557,0.063931,mf
12379,3,22895,0.061806,mf
12379,4,20727,0.059372,mf
12379,5,20719,0.051998,mf
12379,6,21559,0.047712,mf
12379,7,22629,0.047557,mf
12379,8,22553,0.046273,mf
12379,9,22300,0.045089,mf
12379,10,23209,0.044369,mf
12379,11,20712,0.043421,mf
12379,12,21238,0.043352,mf
12379,13,22898,0.039643,mf
12379,14,84997C,0.039316,mf
12379,15,22971,0.039204,mf
12379,16,21731,0.038961,mf
12379,17,84997D,0.038498,mf
12379,18,22662,0.038317,mf
12379,19,23200,0.033318,mf
12379,20,22704,0.033186,mf
12380,1,20727,0.063628,mf
12380,2,22661,0.057477,mf
12380,3,47566,0.052257,mf
12380,4,23205,0.048749,mf
12380,5,21929,0.045469,mf
12380,6,21930,0.044477,mf
12380,7,21559,0.043902,mf
12380,8,23200,0.042311,mf
12380,9,20718,0.038106,mf
12380,10,21928,0.036011,mf
12380,11,20711,0.035642,mf
12380,12,85099C,0.035407,mf
12380,13,23298,0.034895,mf
12380,14,23203,0.03441,mf
12380,15,23209,0.033917,mf
12380,16,23344,0.033208,mf
12380,17,22352,0.032907,mf
12380,18,22554,0.031455,mf
12380,19,22662,0.031275,mf
12380,20,23208,0.030738,mf
12381,1,22960,0.053893,mf
12381,2,22326,0.048762,mf
12381,3,84378,0.046523,mf
12381,4,22961,0.045457,mf
12381,5,23245,0.036253,mf
12381,6,22722,0.035854,mf
12381,7,23289,0.035538,mf
12381,8,23290,0.03528,mf
12381,9,22978,0.034869,mf
12381,10,23256,0.034612,mf
12381,11,23291,0.03457,mf
12381,12,22367,0.034515,mf
12381,13,22969,0.033712,mf
12381,14,84375,0.032514,mf
12381,15,23254,0.032393,mf
12381,16,22328,0.032031,mf
12381,17,23292,0.031899,mf
12381,18,23296,0.0316,mf
12381,19,23307,0.031188,mf
12381,20,79321,0.029757,mf
12383,1,20674,0.066459,mf
12383,2,84997C,0.065662,mf
12383,3,21245,0.058918,mf
12383,4,22437,0.050665,mf
12383,5,22560,0.049937,mf
12383,6,21207,0.042782,mf
12383,7,22332,0.04113,mf
12383,8,22331,0.039945,mf
12383,9,22534,0.039514,mf
12383,10,23254,0.039421,mf
12383,11,47590A,0.034091,mf
12383,12,21210,0.033351,mf
12383,13,21976,0.03295,mf
12383,14,47590B,0.031954,mf
12383,15,22613,0.031719,mf
12383,16,20979,0.029597,mf
12383,17,22908,0.028913,mf
12383,18,22027,0.028222,mf
12383,19,22531,0.028202,mf
12383,20,22334,0.027745,mf
12384,1,15056N,0.071065,mf
12384,2,21731,0.052277,mf
12384,3,20679,0.048337,mf
12384,4,20749,0.044318,mf
12384,5,23284,0.04427,mf
12384,6,15056P,0.039351,mf
12384,7,85014A,0.038557,mf
12384,8,85014B,0.037076,mf
12384,9,22556,0.037055,mf
12384,10,21481,0.035599,mf
12384,11,48187,0.035518,mf
12384,12,20712,0.035064,mf
12384,13,47566,0.035062,mf
12384,14,20719,0.034668,mf
12384,15,48138,0.034449,mf
12384,16,22555,0.031955,mf
12384,17,48184,0.031816,mf
12384,18,21249,0.029676,mf
12384,19,22690,0.029364,mf
12384,20,21843,0.028691,mf
12386,1,22556,0.066916,mf
12386,2,22554,0.056257,mf
12386,3,22551,0.049481,mf
12386,4,22553,0.042267,mf
12386,5,22427,0.036647,mf
12386,6,22326,0.028761,mf
12386,7,22429,0.025242,mf
12386,8,22328,0.022695,mf
12386,9,22425,0.019734,mf
12386,10,POST,0.018895,mf
12386,11,22426,0.018798,mf
12386,12,22424,0.018243,mf
12386,13,22917,0.017516,mf
12386,14,22916,0.017412,mf
12386,15,22919,0.017143,mf
12386,16,22921,0.017108,mf
12386,17,22918,0.016897,mf
12386,18,21982,0.016581,mf
12386,19,22920,0.01644,mf
12386,20,21981,0.016237,mf
12388,1,23144,0.052561,mf
12388,2,21621,0.052008,mf
12388,3,22668,0.047482,mf
12388,4,22427,0.045391,mf
12388,5,23234,0.041598,mf
12388,6,23145,0.039078,mf
12388,7,23306,0.037452,mf
12388,8,23247,0.036671,mf
12388,9,22993,0.03664,mf
12388,10,22457,0.034305,mf
12388,11,22084,0.033188,mf
12388,12,23313,0.032687,mf
12388,13,22090,0.032078,mf
12388,14,23240,0.031912,mf
12388,15,47566B,0.031912,mf
12388,16,23307,0.031708,mf
12388,17,22965,0.0305,mf
12388,18,22907,0.028888,mf
12388,19,22426,0.027961,mf
12388,20,23166,0.0268,mf
12390,1,22748,0.091901,mf
12390,2,22630,0.085993,mf
12390,3,POST,0.075805,mf
12390,4,22090,0.055847,mf
12390,5,21987,0.053804,mf
12390,6,21988,0.053728,mf
12390,7,22534,0.053172,mf
12390,8,22747,0.052737,mf
12390,9,22631,0.052114,mf
12390,10,21989,0.05164,mf
12390,11,21122,0.048805,mf
12390,12,23290,0.047037,mf
12390,13,22530,0.044843,mf
12390,14,22554,0.043877,mf
12390,15,22556,0.043816,mf
12390,16,23289,0.042887,mf
12390,17,23292,0.042796,mf
12390,18,22437,0.042695,mf
12390,19,23291,0.04265,mf
12390,20,22029,0.042206,mf
12391,1,22082,0.058008,mf
12391,2,22750,0.054395,mf
12391,3,20970,0.05201,mf
12391,4,20969,0.051196,mf
12391,5,22568,0.044012,mf
12391,6,47590A,0.043544,mf
12391,7,22751,0.042925,mf
12391,8,47590B,0.041596,mf
12391,9,22150,0.040769,mf
12391,10,22077,0.039823,mf
12391,11,20972,0.037731,mf
12391,12,22569,0.036627,mf
12391,13,22147,0.036624,mf
12391,14,22570,0.034237,mf
12391,15,22734,0.032485,mf
12391,16,85123A,0.030822,mf
12391,17,85049A,0.026428,mf
12391,18,22078,0.025975,mf
12391,19,23256,0.022111,mf
12391,20,20967,0.020989,mf
12393,1,23206,0.061269,mf
12393,2,23207,0.057473,mf
12393,3,22367,0.050431,mf
12393,4,22621,0.047986,mf
12393,5,22139,0.047843,mf
12393,6,POST,0.045679,mf
12393,7,84997D,0.040502,mf
12393,8,22326,0.039826,mf
12393,9,84997A,0.03905,mf
12393,10,21891,0.039001,mf
12393,11,23084,0.035949,mf
12393,12,21156,0.035367,mf
12393,13,21936,0.035219,mf
12393,14,22898,0.032689,mf
12393,15,22629,0.032513,mf
12393,16,47591D,0.028501,mf
12393,17,22352,0.026841,mf
12393,18,23209,0.026188,mf
12393,19,21937,0.025162,mf
12393,20,21935,0.024862,mf
12394,1,21239,0.127587,mf
12394,2,21243,0.121819,mf
12394,3,20677,0.11625,mf
12394,4,22326,0.095297,mf
12394,5,22554,0.089383,mf
12394,6,22328,0.083352,mf
12394,7,23294,0.080693,mf
12394,8,84997C,0.077558,mf
12394,9,20750,0.040602,mf
12394,10,23286,0.038079,mf
12394,11,22553,0.03792,mf
12394,12,23306,0.036885,mf
12394,13,23290,0.036493,mf
12394,14,23289,0.034194,mf
12394,15,22432,0.032898,mf
12394,16,21559,0.032233,mf
12394,17,23236,0.031983,mf
12394,18,22431,0.031122,mf
12394,19,22659,0.030908,mf
12394,20,23291,0.030875,mf
12395,1,20723,0.057879,mf
12395,2,23290,0.05327,mf
12395,3,23289,0.050016,mf
12395,4,23291,0.046701,mf
12395,5,22634,0.044609,mf
12395,6,23204,0.044559,mf
12395,7,23292,0.043571,mf
12395,8,21213,0.039421,mf
12395,9,22631,0.039285,mf
12395,10,22635,0.03898,mf
12395,11,22951,0.038797,mf
12395,12,84991,0.038348,mf
12395,13,22328,0.037898,mf
12395,14,23007,0.035295,mf
12395,15,23480,0.034372,mf
12395,16,22555,0.034019,mf
12395,17,22898,0.032138,mf
12395,18,22027,0.03033,mf
12395,19,23205,0.029802,mf
12395,20,22964,0.02942,mf
12397,1,23254,0.078926,mf
12397,2,23256,0.074395,mf
12397,3,22634,0.070967,mf
12397,4,22635,0.061044,mf
12397,5,22077,0.046135,mf
12397,6,22555,0.045293,mf
12397,7,23255,0.044693,mf
12397,8,23084,0.041749,mf
12397,9,22418,0.040093,mf
12397,10,20750,0.039753,mf
12397,11,21731,0.03675,mf
12397,12,23286,0.035481,mf
12397,13,47591D,0.034848,mf
12397,14,23287,0.034342,mf
12397,15,23285,0.031645,mf
12397,16,22972,0.031602,mf
12397,17,22331,0.029812,mf
12397,18,21578,0.02874,mf
12397,19,22661,0.028635,mf
12397,20,21249,0.028401,mf
12398,1,22771,0.062395,mf
12398,2,22772,0.05031,mf
12398,3,22556,0.050169,mf
12398,4,21977,0.049486,mf
12398,5,22555,0.049254,mf
12398,6,22077,0.048076,mf
12398,7,22554,0.047431,mf
12398,8,23032,0.047376,mf
12398,9,23035,0.040547,mf
12398,10,21213,0.040251,mf
12398,11,22773,0.038549,mf
12398,12,22774,0.038037,mf
12398,13,22557,0.036948,mf
12398,14,21498,0.03676,mf
12398,15,23031,0.036451,mf
12398,16,23028,0.035878,mf
12398,17,21986,0.03464,mf
12398,18,23029,0.034482,mf
12398,19,22553,0.034012,mf
12398,20,23240,0.033104,mf
12399,1,21977,0.081935,mf
12399,2,20728,0.057586,mf
12399,3,21790,0.051844,mf
12399,4,22090,0.05112,mf
12399,5,21121,0.050054,mf
12399,6,21989,0.04855,mf
12399,7,21987,0.04765,mf
12399,8,21988,0.047292,mf
12399,9,21122,0.046974,mf
12399,10,22383,0.046192,mf
12399,11,22333,0.045576,mf
12399,12,23296,0.045516,mf
12399,13,23207,0.044955,mf
12399,14,21791,0.044251,mf
12399,15,23294,0.043319,mf
12399,16,22952,0.042866,mf
12399,17,22437,0.039022,mf
12399,18,23307,0.038225,mf
12399,19,23308,0.038079,mf
12399,20,84992,0.037997,mf
12401,1,15056N,0.2129,mf
12401,2,20679,0.136827,mf
12401,3,15056P,0.119207,mf
12401,4,85014B,0.079369,mf
12401,5,85014A,0.07524,mf
12401,6,22776,0.046231,mf
12401,7,15044D,0.045662,mf
12401,8,21533,0.043244,mf
12401,9,21218,0.040777,mf
12401,10,21217,0.036326,mf
12401,11,23245,0.034555,mf
12401,12,15036,0.034417,mf
12401,13,22697,0.033876,mf
12401,14,21531,0.033794,mf
12401,15,15060B,0.032836,mf
12401,16,21844,0.032224,mf
12401,17,21539,0.031885,mf
12401,18,22622,0.029709,mf
12401,19,21535,0.028113,mf
12401,20,22072,0.028069,mf
12402,1,22386,0.102459,mf
12402,2,85099B,0.072491,mf
12402,3,21931,0.060818,mf
12402,4,POST,0.058057,mf
12402,5,22385,0.057267,mf
12402,6,20711,0.05213,mf
12402,7,22629,0.050059,mf
12402,8,20713,0.049012,mf
12402,9,22411,0.046766,mf
12402,10,85099F,0.045368,mf
